ligand,receptor,pathway,function,mean_score,max_score,total_score,n_interactions,pct_edges,causal_score,inverse_importance
IL1RN,IL1R1,ligand,functional,0.05795710502350891,52.349675780774454,4740.833233818005,81799,86.55062956300921,0.029672411699586173,0.017164090466529478
KIT,INPP5D,ligand,functional,0.02322200017612907,65.57155289060739,2113.318126028626,91005,96.29139773568934,0.012901214492637918,0.0074891397485538575
KIT,GRB7,ligand,functional,0.013892894021941419,100.0,1294.7204725867866,93193,98.60649666701936,0.00827286276537802,0.004806896750368265
FCGR2B,INPP5D,cell_adhesion,functional,0.09075293054597358,67.39536869157945,7730.33462390603,85180,90.12802878002327,0.04243035118075207,0.02458898096278845
DBNL,MAP4K1,ecm,functional,0.035941742448304975,61.389047027913584,2762.194790637134,76852,81.31626282933023,0.018660685806232938,0.010758206640882503
IL1B,IL1R1,ligand,functional,0.02469187857321674,67.68996207111822,2029.2773486612446,82184,86.95799386308327,0.015830158244333096,0.00916635240881921
PTPRC,JAK3,cell_surface_ligand,functional,0.07148745693998261,100.0,6228.487660809865,87127,92.18812824039784,0.03563344600959643,0.02069921852480218
LEP,LEPR,ligand,functional,0.05018647015566471,90.99670073414588,4450.0343087027895,88670,93.82075970796741,0.02061208334739462,0.011957537074461589
ERBB3,NRG1,ligand_regulator,functional,0.016948500491833624,58.401490069080445,1544.6015923232574,91135,96.42894931753253,0.00992247805978984,0.005749810142138044
NRG1,ERBB3,ligand,functional,0.016948500491833624,58.401490069080445,1544.6015923232574,91135,96.42894931753253,0.009926276528520007,0.005721698243889169
BMPR1B,AMHR2,cell_adhesion,functional,0.003881351576118622,94.79195856782722,363.9853881052521,93778,99.22547878531373,0.0,0.0
NTF3,NTRK3,ligand,functional,0.025103507981168283,85.77424072202966,2304.727964243079,91809,97.14210136493493,0.014041500641862364,0.008103789094193207
EPHB2,EFNB2,cell_surface_ligand,functional,0.06003776379892644,96.3152674056915,5204.973932547928,86695,91.731033753042,0.028342065906196298,0.0164287408979258
EFNB2,EPHB2,ligand,functional,0.06003776379892644,96.3152674056915,5204.973932547928,86695,91.731033753042,0.02832340934707258,0.016346188929934256
EFNB2,EPHB3,ligand,functional,0.06061017902472511,100.0,5283.571136122362,87173,92.23680033858851,0.028794242919920724,0.016763328376476264
EPHB3,EFNB2,cell_surface_ligand,functional,0.06061017902472509,100.0,5283.57113612236,87173,92.23680033858851,0.028764657647178737,0.016640972275092588
CXCR4,JAK3,cell_adhesion,functional,0.05845507526374401,81.5155348596846,5094.35980923529,87150,92.21246428949318,0.02878388101504644,0.016731202220535715
GNAI3,CXCR4,cell_adhesion,functional,0.1366203389384707,57.55340639606221,11196.173396346612,81951,86.71145910485663,0.0600230289088581,0.03471356283990357
CXCR4,GNAI3,cell_adhesion,functional,0.13662033893847075,57.55340639606221,11196.173396346616,81951,86.71145910485663,0.05999791935787381,0.03461418737349386
GNAI3,HCK,cell_adhesion,functional,0.11769921241923391,76.68733744241848,9765.03285757416,82966,87.78541953232462,0.05405975838860015,0.03134202557296553
GNAI3,LYN,cell_adhesion,functional,0.11640157105193445,76.68733744241848,9590.791045253087,82394,87.18019257221458,0.055285809369730765,0.03196915284465965
CXCL12,ACKR3,ligand,functional,0.4561656493195038,24.346127608893514,27184.73570554651,59594,63.05576129510104,0.1865274958065511,0.10809068308151969
CCL19,ACKR4,ligand,functional,0.051135390570858606,73.13058777863466,4347.530906334398,85020,89.95873452544704,0.02656613879262288,0.01537545159884455
CCL21,ACKR4,ligand,functional,0.05675216512820029,70.56264299885858,4770.530248511388,84059,88.94191090889852,0.028868363992383267,0.016652229481015312
CCL3,CCR1,ligand,functional,0.04354887069570533,90.4631382016297,3928.5871743302737,90211,95.45127499735477,0.02220000993386522,0.012843921149941833
CCL4,CCR1,ligand,functional,0.04732330769001023,100.0,4274.951000177074,90335,95.58247804465137,0.023696270322481894,0.01371148785199767
CCL13,CCR2,ligand,functional,0.008474024948956889,64.41833990297744,774.3902959354764,91384,96.6924135012168,0.005487497401219759,0.0031405204453259167
CCL2,CCR2,ligand,functional,0.03450050969444509,43.25013652196654,2446.2931403943235,70906,75.02486509364088,0.02092589151883143,0.01201647444866237
CCL11,CCR2,ligand,functional,0.010634758745332266,59.72779355169464,972.814556229269,91475,96.78869960850703,0.007769558888466543,0.004460276594902432
CCL26,CCR2,ligand,functional,0.004717606923555807,100.0,442.8370443072601,93869,99.32176489260397,0.0,0.0
CXCL12,CXCR4,ligand,functional,0.34656462110765623,35.95218098941943,21500.522528897884,62039,65.64278912284415,0.12348417237981106,0.07156735922465891
SVEP1,ITGA9,ligand,functional,0.08346002865564299,82.91161368763346,7202.183172838712,86295,91.30779811660142,0.04052205934300602,0.02355110547741452
PTAFR,GNAI3,cell_adhesion,functional,0.052080989629401,69.9284350400942,4423.655097142062,84938,89.87197121997671,0.027017806005733794,0.015693507812818808
LBP,CD14,ecm,functional,0.11561045665764787,36.88076116875876,6918.938999590252,59847,63.323457835149725,0.048561639571048566,0.02815544326825105
CD14,TLR4,cell_surface_ligand,functional,0.313499584968875,30.127425748543015,18376.718671705512,58618,62.02306634218602,0.13312778071592465,0.07712330307403364
TLR4,MAP3K8,cell_adhesion,functional,0.09522807978277208,86.17881403204102,8187.329387403612,85976,90.97026769654005,0.04284271632840702,0.02482813877462414
HLA-DMB,CD74,ligand,functional,0.4340948476890186,22.61647854263655,20217.533436268353,46574,49.2794413289599,0.17087496478867342,0.0988962458304344
HLA-DRB5,CTSS,ligand,functional,0.34605790884759374,31.850762153359398,23081.370404316807,66698,70.5724261982859,0.13873644616408476,0.0801477830727982
HLA-DPB1,CTSS,ligand,functional,0.30597510800758565,32.66341184350626,22025.618149926053,71985,76.16654322293938,0.123896851267727,0.07156018566916089
HLA-DMB,CTSS,ligand,functional,0.15557493321461713,63.4973212137812,13006.997866341278,83606,88.46259655062956,0.06615994280856966,0.03819876104278441
HLA-DRA,CTSS,ligand,functional,0.4554720673108793,29.88333088605021,25242.717442436242,55421,58.64035551793461,0.16895051414314372,0.09760501683253334
LYN,FCGR2B,cell_adhesion,functional,0.10366553771312084,73.38552890736868,8730.296924048185,84216,89.10803089620146,0.048903586862305434,0.028315020641776118
FBN1,FBLN5,ecm,functional,0.622880085146449,17.313262086119778,34284.56564663084,55042,58.23933975240715,0.27297125601478134,0.15816346967668418
CFD,CFB,secreted_enzyme,functional,0.4450836510307951,16.071505987488077,20252.19628920324,45502,48.14516982329912,0.1961607285665983,0.11363125071483961
HBB,CD163,ecm,functional,0.5464754392808815,26.98440127008772,30075.822276262596,55036,58.232991217860544,0.2614636394180653,0.15146111305742765
ANXA1,FPR1,ligand,functional,0.23892307203637128,41.05946698906067,14505.0197033281,60710,64.2365887207703,0.09612800426784061,0.055778534878731426
FPR1,ANXA1,cell_surface_ligand,functional,0.2389230720363713,41.05946698906067,14505.019703328102,60710,64.2365887207703,0.09614014212646682,0.055688350633103026
WNT11,FZD3,ligand,functional,0.028359606858082233,100.0,2591.41579587098,91377,96.6850068775791,0.01431902388247521,0.008291634355944391
INHBA,ACVR2A,ligand,functional,0.06200061284869197,91.87897662412082,5435.097723542035,87662,92.75420590413714,0.02954321691049123,0.017084433219882372
LYN,INPP5D,cell_adhesion,functional,0.05959369885423835,70.18107804306746,5241.265814230263,87950,93.05893556237436,0.029264870207714747,0.016942832654245447
CFI,C3,secreted_enzyme,functional,0.39784970197012365,23.369709851501195,19354.592301442575,48648,51.473918103904346,0.17646596723003388,0.1021085739161666
NLGN1,NRXN3,ligand,functional,0.006737448587388554,100.0,626.5759811785481,92999,98.40122738334568,0.0,0.0
NRXN3,NLGN1,ligand,functional,0.006737448587388554,100.0,626.5759811785481,92999,98.40122738334568,0.0,0.0
S100A8,TLR4,ligand,functional,0.19641005951376136,40.069978627885476,14507.043405745928,73861,78.15151835784573,0.09083280236137538,0.05273082102772293
HBA2,CD163,ecm,functional,0.5272101893310007,25.060300407147835,29267.54645052117,55514,58.73875780340705,0.2516412894044271,0.1457528536375447
CLU,LRP2,ligand,functional,0.09531847769593317,37.153838809419064,4986.776797618136,52317,55.35604697915565,0.04372672192311168,0.02555267615866744
COL1A1,DDR2,ecm,functional,0.4520350971787769,21.94842368502026,27671.328473798825,61215,64.77092371177653,0.19344793432502344,0.11202540691725808
DDR2,COL1A1,cell_adhesion,functional,0.4520350971787769,21.94842368502026,27671.328473798825,61215,64.77092371177653,0.1933844002372841,0.11205835788108852
FPR1,GNAI3,cell_surface_ligand,functional,0.10828727271378566,70.60421856414338,9013.399431604663,83236,88.07110358692202,0.050888747853373696,0.02947206263930114
MMP2,LRP2,ecm,functional,0.10254835413954741,37.26259252250834,5161.053567135142,50328,53.251507776954824,0.04440312378495132,0.02595669608986159
NLGN1,NRXN2,ligand,functional,0.0068601982177930775,100.0,639.8026663860358,93263,98.68056290339646,0.00476176785144067,0.00273249003511489
NRXN2,NLGN1,ligand,functional,0.0068601982177930775,100.0,639.8026663860358,93263,98.68056290339646,0.004762686846491351,0.002737194150685284
S100A9,TLR4,ligand,functional,0.3126297062748904,26.347808207904343,18136.899779831492,58014,61.38398053116072,0.13245963124164092,0.07675159753504252
FGF2,FGFR3,ligand,functional,0.042364800638307686,82.32614548905778,3804.5709213232217,89805,95.02169082636757,0.022216188433766295,0.012871906046920473
GFAP,ACTB,cell_adhesion,functional,0.15367424350154138,23.378576525550198,6817.6041387023815,44364,46.94106443762565,0.09869423348778329,0.05720961849809743
SERPINA5,FN1,ecm,functional,0.4430037478880628,22.677081330992966,21113.115620597186,47659,50.427467992805,0.1899459857237521,0.1099036191474764
WNT11,FZD7,ligand,functional,0.05597927697275746,92.76967838926066,4769.2104809710445,85196,90.14495820548089,0.028086823374344226,0.0162203184904514
GDF5,BMPR1B,ligand,functional,0.0053304198160158845,100.0,499.83879656762554,93771,99.21807216167602,0.0,0.0
CCL3,CCR2,ligand,functional,0.007279689684746671,85.32906215215164,672.3303002141482,92357,97.72193418685853,0.004741278301681291,0.002709076078957206
LYN,MAP4K1,cell_adhesion,functional,0.019528802767052284,93.12184844059907,1762.5135073320027,90252,95.49465665008994,0.011667475408552277,0.006729723462085637
MMP2,DCN,ecm,functional,0.7888769504703919,9.01124560762102,39342.08239690891,49871,52.76796106232145,0.5847518734083315,0.3387855590080319
WNT2B,FZD3,ligand,functional,0.05074231671697362,76.38280427952724,4475.624561387224,88203,93.32663210242302,0.02613381424247501,0.015133666925340784
WWTR1,PPARG,tight_junction,functional,0.14543882017418633,57.331544334047074,11116.470781193759,76434,80.87398158924981,0.06616851361885237,0.038407534955459094
LYN,FCGR2A,cell_adhesion,functional,0.13116286585175208,56.23817839015921,10567.136287346406,80565,85.24494762459,0.06233441484810081,0.036082911696870945
CD74,CXCR4,cell_adhesion,functional,0.5080781367612289,22.83429432977758,23965.029554753648,47168,49.90794624907417,0.16998676780086647,0.0983982076529729
CXCR4,CD74,cell_adhesion,functional,0.5080781367612289,22.83429432977758,23965.029554753648,47168,49.90794624907417,0.1701028058779286,0.09845004654509369
LYN,LPXN,cell_adhesion,functional,0.046495954072913744,100.0,4149.856892915697,89252,94.43656755898847,0.022391508254261058,0.01297745912941985
VIM,ROCK1,ecm,functional,0.584007406312841,14.68815042553428,26366.182372805833,45147,47.7695481959581,0.3123076335309878,0.1809836586401619
LYN,ACTB,cell_adhesion,functional,0.2952905704957335,25.290763946438624,13181.475776359048,44639,47.23203893767855,0.16978485069248486,0.09830786318380332
CCL11,ACKR1,ligand,functional,0.14616028759172317,50.238827456696626,11026.770576782372,75443,79.82541529996826,0.07020216220815514,0.04068597224475969
CCL13,ACKR1,ligand,functional,0.15826365642129278,44.98581443590182,11903.959181383958,75216,79.58522907628821,0.06605917168419667,0.03824120695354227
CCL2,ACKR1,ligand,functional,0.4295497014593666,22.639206345853854,27328.811106247824,63622,67.31774415405776,0.19567425692983048,0.1133989244137354
FLRT1,ADGRL3,ligand,functional,0.013623634607911765,100.0,1264.8999788061758,92846,98.23933975240715,0.007270144922806671,0.0042397702404739935
FLRT3,ADGRL3,ligand,functional,0.01005442243514663,100.0,934.2569326738248,92920,98.31763834514867,0.006128478573566824,0.003497341267180276
CCL26,CCR1,ligand,functional,0.012245381115722664,63.1707985941469,1121.7626278680061,91607,96.92836736853243,0.006143691367202905,0.0035453344696415095
CD200,CD200R1,ligand,functional,0.013934723712342589,86.97427455395083,1284.349549842904,92169,97.52301343773145,0.008699749071069112,0.004997690128429611
CD200R1,CD200,ligand,functional,0.013934723712342589,86.97427455395083,1284.349549842904,92169,97.52301343773145,0.00870713218967778,0.005061566182740081
C1QA,CD33,ecm,functional,0.2036943171510888,34.05652147483516,11647.037360382106,57179,60.500476140090996,0.07531889038262052,0.043419058872889695
VCAN,CD44,ecm,functional,0.5112166897854359,23.232641562677316,29691.465342738116,58080,61.453814411173425,0.2142092077736289,0.12415717736146371
SPP1,CD44,ligand,functional,0.2048236574245511,42.58567761035382,15342.520883043426,74906,79.25722145804677,0.09507689134574544,0.055099074620568365
C1QA,CD93,ecm,functional,0.5948504280945393,16.601435553436446,31756.68495425507,53386,56.48714421754312,0.2584498150265514,0.1496294470172915
CXCL14,CXCR4,ligand,functional,0.1586991020739135,56.52183888279597,13665.103582278469,86107,91.10887736747434,0.06192074041327827,0.035916952124008875
COL3A1,DDR2,ecm,functional,0.5059075292728307,19.245106479246125,28411.2609364329,56159,59.4212252671675,0.2126362881507078,0.12311202368118959
EPHB6,EFNB2,cell_adhesion,functional,0.059158797543589665,68.84515864919366,5120.785515373122,86560,91.5881917257433,0.030295036490204708,0.01758678928375374
EFNB2,EPHB6,ligand,functional,0.059158797543589686,68.84515864919366,5120.785515373123,86560,91.5881917257433,0.03031188764666524,0.017595709386509152
FGF18,FGFR3,ligand,functional,0.025676027001640348,100.0,2366.6364368221957,92173,97.52724579409586,0.015577294752526612,0.00901398826249654
MUC1,SIGLEC9,ligand,functional,0.030343764318322607,89.29066223218842,2760.4936150950807,90974,96.2585969738652,0.017640172281478142,0.010237967388023617
SIGLEC9,MUC1,ligand,functional,0.03034376431832261,89.29066223218842,2760.493615095081,90974,96.2585969738652,0.017602026399773856,0.01014170821096839
PTPRC,MRC1,cell_surface_ligand,functional,0.16610904073205066,62.35331087563756,13347.359749942467,80353,85.02063273727649,0.07254297803966755,0.042005769166327846
MRC1,PTPRC,cell_surface_ligand,functional,0.16610904073205063,62.35331087563756,13347.359749942465,80353,85.02063273727649,0.07252765210339275,0.04199661520189229
PTPRF,LRFN4,inhibitory_cofactor,functional,0.09458015232083475,67.3388358374914,7998.17058101139,84565,89.47730398899587,0.04620546594246903,0.026787769682064023
LRFN4,PTPRF,ligand,functional,0.09458015232083473,67.3388358374914,7998.170581011389,84565,89.47730398899587,0.04616559555565763,0.026730961490413208
VCAN,SELL,ecm,functional,0.11614383712679566,32.298983108333964,7133.438332490662,61419,64.98677388636122,0.05233495600889115,0.030241139138321188
SELL,VCAN,ecm,functional,0.11614383712679564,32.298983108333964,7133.438332490661,61419,64.98677388636122,0.05234013431200308,0.030337418664630866
SERPING1,SELP,ecm_regulator,functional,0.3910973460223221,23.354252767209115,17957.23464261492,45915,48.58216061792403,0.16396031540288747,0.09493661622734927
VCAN,SELP,ecm,functional,0.30324583271178146,33.80837858964187,18474.645866299863,60923,64.46196169717491,0.12225304990612235,0.07076567631672705
DCN,TLR4,ligand,functional,0.40829799555950064,20.52186585247668,18524.888356530104,45371,48.00656015236483,0.2072733191171452,0.12013458872714645
PRG4,TLR4,ligand,functional,0.1437695918530991,52.71466781307933,11590.992034380555,80622,85.30525870278277,0.06902218762236882,0.03996566772550909
SCT,RAMP3,ligand,functional,0.027399523825561458,52.44987166737271,2065.2665078755203,75376,79.75452333086446,0.016719885757268613,0.009684927924669249
MMP2,CCR2,ecm,functional,0.05003931851110475,33.99779436086887,2513.9753619979024,50240,53.158395936937886,0.026221786906945932,0.015043105250313738
EBI3,IL27RA,ligand,functional,0.012014121929187705,62.56947152466904,1101.2504583951327,91663,96.98762035763411,0.007288349976276478,0.004213426514247652
SERPINE1,LRP2,ecm_regulator,functional,0.025042987923351984,50.60380524627399,2226.3466693739147,88901,94.06517828801185,0.01457841280387837,0.008454202941381167
CCL2,CCR1,ligand,functional,0.16536021694693517,44.14634417435164,11591.751207980156,70100,74.17204528621309,0.07705299191863732,0.04454249272347954
CCL2,ACKR4,ligand,functional,0.09505944521205371,44.14634417435164,6706.063621929541,70546,74.64395302084435,0.04509427226203734,0.026101086309086072
CCL13,CCR1,ligand,functional,0.06221251558837177,100.0,5556.573042291013,89316,94.50428526081896,0.02767883529464637,0.015995565483040937
CCL13,ACKR4,ligand,functional,0.03057910836063713,100.0,2771.9961728917556,90650,95.91577610834833,0.015829476390136668,0.009166189797396999
COL1A1,CD93,ecm,functional,0.5064376041067719,18.95789128964999,29925.904464273255,59091,62.52354248227701,0.2188370333706486,0.126736142084635
COL1A1,CD44,ecm,functional,0.46118561312845296,24.527070754545097,28821.79489246267,62495,66.12527774838641,0.20069550421111504,0.11629816560279367
COL1A1,ITGA2,ecm,functional,0.10708324467812831,47.838167113904284,7200.170288912669,67239,71.14485239657179,0.04818640669024628,0.02787863173002388
CXCL6,ACKR1,ligand,functional,0.06420318709200364,55.30706256709572,4919.31239817641,76621,81.07184424928579,0.035167883112619,0.020383068724937593
TGFB3,ENG,ligand,functional,0.4541185714260951,24.585256255290524,20441.239255602817,45013,47.627764257750506,0.21060056880573982,0.12202421041537295
INHBA,ENG,ligand,functional,0.347833016659303,26.748205797020308,15489.004231838762,44530,47.116707226748495,0.1500367392583909,0.0869065840609206
PSPN,GFRA1,ligand,functional,0.052600393072068985,81.52568031961155,4680.067373194266,88974,94.14241879166227,0.02492123701390158,0.01445875401386331
APOE,LRP2,ligand,functional,0.08455198837566671,42.9706402093726,4539.427151912794,53688,56.80668712305577,0.037455151805411424,0.021739127048714578
APOE,TREM2,ligand,functional,0.1359839186760085,42.91816582835491,7286.426314416563,53583,56.69558776849011,0.05622932613942301,0.032516987649187895
COL8A1,ITGA2,ecm,functional,0.06017730075505984,52.50316269061158,4979.972523984977,82755,87.56216273410222,0.028626391881330746,0.01657193793208719
FGF2,CD44,ligand,functional,0.16181327731837358,66.16405126982238,12380.333847628763,76510,80.95439636017353,0.07353196746846687,0.04258198795916021
ICAM1,MUC1,ligand,functional,0.11936740444077269,64.05724314846825,9549.98919228402,80005,84.65241773357317,0.05742550798746542,0.03319015921834189
ICAM1,IL2RA,ligand,functional,0.035919124787267505,59.94940212426098,2923.206132562191,81383,86.110464501111,0.020622102340469732,0.0119436259171638
COL6A3,ITGA2,ecm,functional,0.10279598618420384,49.53935975191075,6825.756278617319,66401,70.25817373822876,0.04713701258503061,0.02727379731293446
IL15,IL2RA,ligand,functional,0.013431229848348002,66.07248658949186,1232.4496508844127,91760,97.09025499947096,0.009546819127219906,0.005555857350298161
COL14A1,CD44,ecm,functional,0.3499919853353272,32.85552451726597,24403.19117750569,69725,73.77526187705004,0.14980083513007256,0.08679948864180723
HAS2,CD44,cell_surface_ligand,functional,0.15824864174961023,43.97948525182262,12137.037827628106,76696,81.15120093111841,0.07056057118709858,0.04085319573300547
LPL,CD44,ecm,functional,0.44594280636641187,25.049678089694023,26409.624878631643,59222,62.6621521532113,0.19330824246546183,0.11205737307698942
FN1,ITGA8,ecm,functional,0.26900797033004964,33.53932926695722,12734.56830745422,47339,50.088879483652526,0.10802302346318168,0.0628223663072543
FN1,CD44,ecm,functional,0.630805526143794,17.020024193783605,30597.852851130876,48506,51.323669452967934,0.2900154435548512,0.16811446114946402
HP,TLR4,ligand,functional,0.15640871174286922,51.4780475527577,12358.47794965107,79014,83.6038514442916,0.0736575484113489,0.042755971570626966
HP,CD163,ligand,functional,0.39374857651698825,25.399206604215635,25668.075954565946,65189,68.97576975981377,0.16053217700622824,0.09293304538957521
EFNA3,EPHB6,ligand,functional,0.018598342025621318,100.0,1711.7356050121093,92037,97.38334567770607,0.010303354983508931,0.005991237507382776
LGALS9,CD44,ligand,functional,0.25591885507282813,43.32170236786302,18797.75174280937,73452,77.71875991958524,0.11409960746052795,0.06611836739818065
SAA1,FPR1,ligand,functional,0.12635515042409654,60.50664462345192,10254.099522366707,81153,85.86710401015766,0.05873716296298044,0.034071477958562225
CXCL12,CD4,ligand,functional,0.2734731729414594,36.33641812896729,16901.735980473957,61804,65.3941381864353,0.10796645447090461,0.0625325690502502
SLPI,CD4,ecm,functional,0.14532922429215572,56.962541848465996,11936.906495684794,82137,86.9082636758015,0.06228551175061406,0.0360456061054285
INHBA,TGFBR3,ligand,functional,0.17342244781984242,43.65640268429828,12850.950228345964,74102,78.40651782880119,0.07550694940942862,0.04369244766475537
GDF7,ACVR2A,ligand,functional,0.02324681044872833,62.0099881056003,2113.390784704341,90911,96.19193736112581,0.015081271535263474,0.008716909904020553
LEFTY2,ACVR2A,ligand,functional,0.014205739296605856,57.78188743628839,1294.668462274768,91137,96.43106549571473,0.008696150459844922,0.0050073411556691904
GDF5,ACVR2A,ligand,functional,0.010902334947178578,59.466592089338384,995.1760363134077,91281,96.58343032483336,0.0061647709577025,0.0036077488487504888
PTHLH,RAMP3,ligand,functional,0.05986905128762444,50.21577365997282,4499.757894777853,75160,79.52597608718655,0.032268465857426744,0.01874410131054265
CCL11,ACKR4,ligand,functional,0.025765014971112686,99.05664619473546,2337.1702730446027,90711,95.9803195429055,0.012907098278299268,0.00748355879142809
S100A9,CD68,ligand,functional,0.5452494033618964,19.905577304664877,30842.577750569035,56566,59.851867527245794,0.23523787833768536,0.1361891607111015
S100A8,CD68,ligand,functional,0.3583390933684148,23.63043558733164,24081.46209163758,67203,71.10676118929213,0.16086767951727585,0.09313323938457929
GPC3,LRP2,receptor_regulator,functional,0.02747168937091206,67.67370421172116,2485.006605424592,90457,95.71156491376573,0.015683177251064197,0.009342116562729444
TF,LRP2,ligand,functional,0.011597163637170633,89.54319646470347,1072.3897215291684,92470,97.84149825415301,0.006154655996252803,0.0035604679476731013
CUBN,LRP2,cell_adhesion,functional,0.00326064238260946,0.0032606423826094617,305.75043621728906,93770,99.2170140725849,0.0,0.0
LRP2,CUBN,activating_cofactor,functional,0.00326064238260946,0.0032606423826094617,305.75043621728906,93770,99.2170140725849,0.0,0.0
LPL,LRP2,ecm,functional,0.060636385486115024,34.03950190623028,3932.4515079310177,64853,68.62025182520368,0.031067639249766767,0.01817612876490234
ACTR2,LRP2,ligand,functional,0.06366308942550417,48.79863026273008,4278.796240288135,67210,71.11416781292985,0.03263388321351814,0.019083742506511406
LEP,LRP2,ligand,functional,0.012713858038783533,100.0,1180.9012762163309,92883,98.2784890487779,0.0072780552991712506,0.004193803181305211
TNC,ITGA9,ecm,functional,0.13011864249913038,65.54800781800238,10903.812122784626,83799,88.66680774521215,0.058689892476698466,0.03403949059782102
SPP1,ITGA9,ligand,functional,0.11207348391102588,63.44579899559817,9347.040631663469,83401,88.24568828695377,0.05434161861204778,0.03145824597277713
ADAM12,ITGA9,ecm_regulator,functional,0.030911473614323635,100.0,2736.2836443399283,88520,93.66204634430218,0.01630533491238859,0.00949149708247939
FN1,ITGA9,ecm,functional,0.4056377705146349,27.132783625292383,19263.332083969497,47489,50.24759284731775,0.17158708172725307,0.09940506867263321
NPPB,NPR3,ligand,functional,0.3362688347922958,19.725750718256933,16079.030604428415,47816,50.59358798010793,0.14228283900168,0.08237878906309522
TGFA,ERBB3,ligand,functional,0.01036787475002892,59.6800634599067,948.2769282618951,91463,96.77600253941382,0.007289613954985827,0.004217639776612152
CCL18,CCR1,ligand,functional,0.0998600216976666,60.232673202738205,8326.128889108046,83378,88.22135223785843,0.04605187586840845,0.026580833789057144
COL6A2,ITGA2,ecm,functional,0.156885821042655,25.941729098969088,6973.104087882887,44447,47.02888583218707,0.0730635551369128,0.042310460277962106
FN1,ITGA2,ecm,functional,0.16332409792123748,33.53932926695722,7690.278474719388,47086,49.82118294360385,0.06938590525925183,0.040160360664898115
COL3A1,ITGA2,ecm,functional,0.11846087148537546,34.92230342075412,7143.545933182596,60303,63.805946460691985,0.05342051813013856,0.03090328621631227
FAT4,DCHS1,cell_surface_ligand,functional,0.11012235712801773,94.30343652217333,9216.800802186572,83696,88.55782456882869,0.05175982709271858,0.030047168601004755
DCHS1,FAT4,cell_surface_ligand,functional,0.11012235712801771,94.30343652217333,9216.80080218657,83696,88.55782456882869,0.05176099368127947,0.029997559900563124
LGALS9,MRC2,ligand,functional,0.3406559634426393,29.874064377918685,22289.800999978776,65432,69.23288540895143,0.14507620851099579,0.08397053745598816
B2M,LILRB1,ecm,functional,0.08916223688964457,27.320691845324525,3615.082894690639,40545,42.90022219870913,0.052745092123220774,0.030366391199462467
APOD,LEPR,ligand,functional,0.33221560154621826,42.018098085085676,17871.538285178813,53795,56.919902655803625,0.13370463601702215,0.07753262661995898
NRG1,MS4A4A,ligand,functional,0.042018315435708366,72.35039474139597,3666.8123331279617,87267,92.33626071315206,0.022698244207903093,0.01314373661815594
C1QA,CR1,ecm,functional,0.1589762373354626,33.677462376555184,9094.076680537803,57204,60.52692836736854,0.06171754004938099,0.03571842404064772
NPNT,ITGA8,ligand,functional,0.044748324908011713,100.0,4083.195151206253,91248,96.548513384827,0.02084337646537393,0.012175189102858227
